#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wizards_discipline;Human Magi Discipline;Human Magi Discipline;Human Magi Discipline;;Human Magi Discipline;;;;;;;;;x
wizards_offensive_fire;Human Magi Attack;Human Magi Attack;Human Magi Attack;;Human Magi Attack;;;;;;;;;x
wizards_defensive_fire;Human Magi Defense;Human Magi Defense;Human Magi Defense;;Human Magi Defense;;;;;;;;;x
magisters_morale;Elven Magisters Morale;Elven Magisters Morale;Elven Magisters Morale;;Elven Magisters Morale;;;;;;;;;x
magisters_discipline;Elven Magisters Discipline;Elven Magisters Discipline;Elven Magisters Discipline;;Elven Magisters Discipline;;;;;;;;;x
magisters_offensive_fire;Elven Magisters Attack;Elven Magisters Attack;Elven Magisters Attack;;Elven Magisters Attack;;;;;;;;;x
magisters_defensive_fire;Elven Magisters Defense;Elven Magisters Defense;Elven Magisters Defense;;Elven Magisters Defense;;;;;;;;;x
witch_doctors_morale;Troll Witch Doctors Morale;Troll Witch Doctors Morale;Troll Witch Doctors Morale;;Troll Witch Doctors Morale;;;;;;;;;x
witch_doctors_discipline;Troll Witch Doctors Discipline;Troll Witch Doctors Discipline;Troll Witch Doctors Discipline;;Troll Witch Doctors Discipline;;;;;;;;;x
witch_doctors_offensive_fire;Troll Witch Doctors Attack;Troll Witch Doctors Attack;Troll Witch Doctors Attack;;Troll Witch Doctors Attack;;;;;;;;;x
witch_doctors_defensive_fire;Troll Witch Doctors Defense;Troll Witch Doctors Defense;Troll Witch Doctors Defense;;Troll Witch Doctors Defense;;;;;;;;;x
