#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_garithal;Garithal;Garithal;Garithal;;Garithal;;;;;;;;;x
c_browland;Browland;Browland;Browland;;Browland;;;;;;;;;x
c_northdale;Northdale;Northdale;Northdale;;Northdale;;;;;;;;;x
c_northclutch;Northclutch;Northclutch;Northclutch;;Northclutch;;;;;;;;;x
c_brawling_hills;Brawling Hills;Brawling Hills;Brawling Hills;;Brawling Hills;;;;;;;;;x
c_colester;Colester;Colester;Colester;;Colester;;;;;;;;;x
c_rodwick;Rodwick;Rodwick;Rodwick;;Rodwick;;;;;;;;;x
c_gregors_valley;Gregor's Valley;Gregor's Valley;Gregor's Valley;;Gregor's Valley;;;;;;;;;x
c_agolwatha;Agol'watha;Agol'watha;Agol'watha;;Agol'watha;;;;;;;;x
c_agolnemor;Agol'nemor;Agol'nemor;Agol'nemor;;Agol'nemor;;;;;;;;;x
c_skulk_rock;Skulk Rock;Skulk Rock;Skulk Rock;;Skulk Rock;;;;;;;;;x
c_shaolwatha;Shaol'watha;Shaol'watha;Shaol'watha;;Shaol'watha;;;;;;;;;x
c_skulkfields;Skulkfields;Skulkfields;Skulkfields;;Skulkfields;;;;;;;;;x
c_green_motte;Green Motte;Green Motte;Green Motte;;Green Motte;;;;;;;;;x
c_autumns_axe;Autumn's Axe;Autumn's Axe;Autumn's Axe;;Autumn's Axe;;;;;;;;;x
c_seradine_gorge;Seradine Gorge;Seradine Gorge;Seradine Gorge;;Seradine Gorge;;;;;;;;;x
c_dragon_heights;Dragon Heights;Dragon Heights;Dragon Heights;;Dragon Heights;;;;;;;;;x
c_zinalor;Zin'alor;Zin'alor;Zin'alor;;Zin'alor;;;;;;;;;x
c_serapath;Serapath;Serapath;Serapath;;Serapath;;;;;;;;;x
c_natoril;Natoril;Natoril;Natoril;;Natoril;;;;;;;;;x
c_enthallor;Enthallor;Enthallor;Enthallor;;Enthallor;;;;;;;;;x
c_aerie_peak;Aerie Peak;Aerie Peak;Aerie Peak;;Aerie Peak;;;;;;;;;x
c_solgans_hope;Solgan's Hope;Solgan's Hope;Solgan's Hope;;Solgan's Hope;;;;;;;;;x
c_aerie_gap;Aerie Gap;Aerie Gap;Aerie Gap;;Aerie Gap;;;;;;;;;x
c_zunkree;Zun'kree;Zun'kree;Zun'kree;;Zun'kree;;;;;;;;;x
c_gurzundra;Gurzundra;Gurzundra;Gurzundra;;Gurzundra;;;;;;;;;x
c_zulnallor;Zul'Nallor;Zul'Nallor;Zul'Nallor;;Zul'Nallor;;;;;;;;;x
c_gahzrak;Gahzrak;Gahzrak;Gahzrak;;Gahzrak;;;;;;;;;x
c_waniwona;Waniwona;Waniwona;Waniwona;;Waniwona;;;;;;;;;x
c_revan_cays;Revan Cays;Revan Cays;Revan Cays;;Revan Cays;;;;;;;;;x
c_axewash;Axewash;Axewash;Axewash;;Axewash;;;;;;;;;x
c_revantusk;Revantusk;Revantusk;Revantusk;;Revantusk;;;;;;;;;x
c_lowtusks;Lowtusks;Lowtusks;Lowtusks;;Lowtusks;;;;;;;;;x
c_knollmarch;Knollmarch;Knollmarch;Knollmarch;;Knollmarch;;;;;;;;;x
c_bloodmarch;Bloodmarch;Bloodmarch;Bloodmarch;;Bloodmarch;;;;;;;;;x
c_hiriwatha;Hiri'watha;Hiri'watha;Hiri'watha;;Hiri'watha;;;;;;;;;x
c_shaolekk;Shaol'ekk;Shaol'ekk;Shaol'ekk;;Shaol'ekk;;;;;;;;;x
c_green_downs;Green Downs;Green Downs;Green Downs;;Green Downs;;;;;;;;;x
c_jinthwatha;Jinth'watha;Jinth'watha;Jinth'watha;;Jinth'watha;;;;;;;;;x
c_jinthaalor;Jintha'Alor;Jintha'Alor;Jintha'Alor;;Jintha'Alor;;;;;;;;;x
c_zebongo;Zeb'Ongo;Zeb'Ongo;Zeb'Ongo;;Zeb'Ongo;;;;;;;;;x
c_emerwatha;Emer'watha;Emer'watha;Emer'watha;;Emer'watha;;;;;;;;;x
c_shadraalor;Shadra'Alor;Shadra'Alor;Shadra'Alor;;Shadra'Alor;;;;;;;;;x
c_shadrub;Shadrub;Shadrub;Shadrub;;Shadrub;;;;;;;;;x
c_konwatha;Kon'watha;Kon'watha;Kon'watha;;Kon'watha;;;;;;;;;x
c_withervale;Withervale;Withervale;Withervale;;Withervale;;;;;;;;;x
c_plowtusks;Plowtusks;Plowtusks;Plowtusks;;Plowtusks;;;;;;;;;x
c_wildhorse;Wildhorse;Wildhorse;Wildhorse;;Wildhorse;;;;;;;;;x
c_trolltills;Trolltills;Trolltills;Trolltills;;Trolltills;;;;;;;;;x
c_zultaz;Zul'Taz;Zul'Taz;Zul'Taz;;Zul'Taz;;;;;;;;;x
c_lights_rest;Light's Rest;Light's Rest;Light's Rest;;Light's Rest;;;;;;;;;x
c_monastic_highlands;Monastic Highlands;Monastic Highlands;Monastic Highlands;;Monastic Highlands;;;;;;;;;x
c_graniteshelf;Graniteshelf;Graniteshelf;Graniteshelf;;Graniteshelf;;;;;;;;;x
c_venomweb;Venomweb;Venomweb;Venomweb;;Venomweb;;;;;;;;;x
c_knightsfield;Knightsfield;Knightsfield;Knightsfield;;Knightsfield;;;;;;;;;x
c_balnir;Balnir;Balnir;Balnir;;Balnir;;;;;;;;;x
c_kingsgrant;Kingsgrant;Kingsgrant;Kingsgrant;;Kingsgrant;;;;;;;;;x
c_fellicents_hold;Fellicent's Hold;Fellicent's Hold;Fellicent's Hold;;Fellicent's Hold;;;;;;;;;x
c_vandermar;Vandermar;Vandermar;Vandermar;;Vandermar;;;;;;;;;x
c_violet_marsh;Violet Marsh;Violet Marsh;Violet Marsh;;Violet Marsh;;;;;;;;;x
c_alterange;Alterange;Alterange;Alterange;;Alterange;;;;;;;;;x
c_lower_kingsknell;Lower Kingsknell;Lower Kingsknell;Lower Kingsknell;;Lower Kingsknell;;;;;;;;;x
c_upper_kingsknell;Upper Kingsknell;Upper Kingsknell;Upper Kingsknell;;Upper Kingsknell;;;;;;;;;x
c_tourneyfield;Tourneyfield;Tourneyfield;Tourneyfield;;Tourneyfield;;;;;;;;;x
c_walnutwood;Walnutwood;Walnutwood;Walnutwood;;Walnutwood;;;;;;;;;x
c_alastrenas;Alastrenas;Alastrenas;Alastrenas;;Alastrenas;;;;;;;;;x
c_calston;Calston;Calston;Calston;;Calston;;;;;;;;;x
c_brightwater_lake;Brightwater Lake;Brightwater Lake;Brightwater Lake;;Brightwater Lake;;;;;;;;;x
c_derrington;Derrington;Derrington;Derrington;;Derrington;;;;;;;;;x
c_eidres_watch;Eidre's Watch;Eidre's Watch;Eidre's Watch;;Eidre's Watch;;;;;;;;;x
c_luthien;Luthien;Luthien;Luthien;;Luthien;;;;;;;;;x
c_north_brill;North Brill;North Brill;North Brill;;North Brill;;;;;;;;;x
c_garthsport;Garthsport;Garthsport;Garthsport;;Garthsport;;;;;;;;;x
c_pointe;Pointe;Pointe;Pointe;;Pointe;;;;;;;;;x
c_north_haven;North Haven;North Haven;North Haven;;North Haven;;;;;;;;;x
c_tammon;Tammon;Tammon;Tammon;;Tammon;;;;;;;;;x
c_dartchill;Dartchill;Dartchill;Dartchill;;Dartchill;;;;;;;;;x
c_lordaeron_harbor;Lordaeron Harbor;Lordaeron Harbor;Lordaeron Harbor;;Lordaeron Harbor;;;;;;;;;x
c_capital_city;Lordaeron;Lordaeron;Lordaeron;;Lordaeron;;;;;;;;;x
c_north_lordamere;North Lordamere;North Lordamere;North Lordamere;;North Lordamere;;;;;;;;;x
c_south_brill;South Brill;South Brill;South Brill;;South Brill;;;;;;;;;x
c_copperdell;Copperdell;Copperdell;Copperdell;;Copperdell;;;;;;;;;x
c_westaeron;Westaeron;Westaeron;Westaeron;;Westaeron;;;;;;;;;x
c_valor_harbor;Valor Harbor;Valor Harbor;Valor Harbor;;Valor Harbor;;;;;;;;;x
c_tiran_motte;Tiran Motte;Tiran Motte;Tiran Motte;;Tiran Motte;;;;;;;;;x
c_bellforge;Bellforge;Bellforge;Bellforge;;Bellforge;;;;;;;;;x
c_brill;Brill;Brill;Brill;;Brill;;;;;;;;;x
c_brills_fiefs;Brill's Fiefs;Brill's Fiefs;Brill's Fiefs;;Brill's Fiefs;;;;;;;;;x
c_coldhearth;Coldhearth;Coldhearth;Coldhearth;;La Coldhearth;;;;;;;;;x
c_oakchalice;Oakchalice;Oakchalice;Oakchalice;;Oakchalice;;;;;;;;;x
c_knellcrest;Knellcrest;Knellcrest;Knellcrest;;Knellcrest;;;;;;;;;x
c_northtides_run;Northtide's Run;Northtide's Run;Northtide's Run;;Northtide's Run;;;;;;;;;x
c_averass;Averass;Averass;Averass;;Averass;;;;;;;;;x
c_greathollow;Greathollow;Greathollow;Greathollow;;Greathollow;;;;;;;;;x
c_sepulcher;Sepulcher;Sepulcher;Sepulcher;;Sepulcher;;;;;;;;;x
c_garrs_mill;Garr's Mill;Garr's Mill;Garr's Mill;;Garr's Mill;;;;;;;;;x
c_winnsower;Winnsower;Winnsower;Winnsower;;Winnsower;;;;;;;;;x
c_grainland;Grainland;Grainland;Grainland;;Grainland;;;;;;;;;x
c_bevenland;Bevenland;Bevenland;Bevenland;;Bevenland;;;;;;;;;x
c_casterwich;Casterwich;Casterwich;Casterwich;;Casterwich;;;;;;;;;x
c_stratholme;Stratholme;Stratholme;Stratholme;;Stratholme;;;;;;;;;x
c_mount_stratos;Mount Stratos;Mount Stratos;Mount Stratos;;Mount Stratos;;;;;;;;;x
c_tannerdale;Tannerdale;Tannerdale;Tannerdale;;Tannerdale;;;;;;;;;x
c_rivonholde;Rivonholde;Rivonholde;Rivonholde;;Rivonholde;;;;;;;;;x
c_stonnell;Stonnell;Stonnell;Stonnell;;Stonnell;;;;;;;;;x
c_cavern_heights;Cavern Heights;Cavern Heights;Cavern Heights;;Cavern Heights;;;;;;;;;x
c_hearthglen;Hearthglen;Hearthglen;Hearthglen;;Hearthglen;;;;;;;;;x
c_hearths_descent;Hearth's Descent;Hearth's Descent;Hearth's Descent;;Hearth's Descent;;;;;;;;;x
c_raltenford;Raltenford;Raltenford;Raltenford;;Raltenford;;;;;;;;;x
c_westking;Westking;Westking;Westking;;Westking;;;;;;;;;x
c_eastking;Eastking;Eastking;Eastking;;Eastking;;;;;;;;;x
c_blackwood_hills;Blackwood Hills;Blackwood Hills;Blackwood Hills;;Blackwood Hills;;;;;;;;;x
c_irongem;Irongem;Irongem;Irongem;;Irongem;;;;;;;;;x
c_hillchurch;Hillchurch;Hillchurch;Hillchurch;;Hillchurch;;;;;;;;;x
c_northpass_hill;Northpass Hill;Northpass Hill;Northpass Hill;;Northpass Hill;;;;;;;;;x
c_ivanth_fen;Ivanth Fen;Ivanth Fen;Ivanth Fen;;Ivanth Fen;;;;;;;;;x
c_ire_vigil;Ire Vigil;Ire Vigil;Ire Vigil;;Ire Vigil;;;;;;;;;x
c_timberbrook;Timberbrook;Timberbrook;Timberbrook;;Timberbrook;;;;;;;;;x
c_adorric;Adorric;Adorric;Adorric;;Adorric;;;;;;;;;x
c_quellithien;Quel'Lithien;Quel'Lithien;Quel'Lithien;;Quel'Lithien;;;;;;;;;x
c_preston;Preston;Preston;Preston;;Preston;;;;;;;;;x
c_greenriver;Greenriver;Greenriver;Greenriver;;Greenriver;;;;;;;;;x
c_thondroril_falls;Thondroril Falls;Thondroril Falls;Thondroril Falls;;Thondroril Falls;;;;;;;;;x
c_marrisvale;Marrisvale;Marrisvale;Marrisvale;;Marrisvale;;;;;;;;;x
c_matthidan;Matthidan;Matthidan;Matthidan;;Matthidan;;;;;;;;;x
c_tasser;Tasser;Tasser;Tasser;;Tasser;;;;;;;;;x
c_crestan_hold;Crestan Hold;Crestan Hold;Crestan Hold;;Crestan Hold;;;;;;;;;x
c_ryefiefs;Ryefiefs;Ryefiefs;Ryefiefs;;Ryefiefs;;;;;;;;;x
c_sorrow_hill;Sorrow Hill;Sorrow Hill;Sorrow Hill;;Sorrow Hill;;;;;;;;;x
c_redhill;Redhill;Redhill;Redhill;;Redhill;;;;;;;;;x
c_chillsmouth;Chillsmouth;Chillsmouth;Chillsmouth;;Chillsmouth;;;;;;;;;x
c_crowsburg;Crowsburg;Crowsburg;Crowsburg;;Crowsburg;;;;;;;;;x
c_ravines_rush;Ravines Rush;Ravines Rush;Ravines Rush;;Ravines Rush;;;;;;;;;x
c_caer_darrow;Caer Darrow;Caer Darrow;Caer Darrow;;Caer Darrow;;;;;;;;;x
c_bronzetithe;Bronzetithe;Bronzetithe;Bronzetithe;;Bronzetithe;;;;;;;;;x
c_kaithdock;Kaithdock;Kaithdock;Kaithdock;;Kaithdock;;;;;;;;;x
c_redpath;Redpath;Redpath;Redpath;;Redpath;;;;;;;;;x
c_darrowshire;Darrowshire;Darrowshire;Darrowshire;;Darrowshire;;;;;;;;;x
c_crownguard;Crownguard;Crownguard;Crownguard;;Crownguard;;;;;;;;;x
c_shuckford;Shuckford;Shuckford;Shuckford;;Shuckford;;;;;;;;;x
c_creedfallow;Creedfallow;Creedfallow;Creedfallow;;Creedfallow;;;;;;;;;x
c_aerie_mountains;Aerie Mountains;Aerie Mountains;Aerie Mountains;;Aerie Mountains;;;;;;;;;x
c_corins_crossing;Corin's Crossing;Corin's Crossing;Corin's Crossing;;Corin's Crossing;;;;;;;;;x
c_gardenfield;Gardenfield;Gardenfield;Gardenfield;;Gardenfield;;;;;;;;;x
c_mereldar;Mereldar;Mereldar;Mereldar;;Mereldar;;;;;;;;;x
c_harewood_hills;Harewood Hills;Harewood Hills;Harewood Hills;;Harewood Hills;;;;;;;;;x
c_tyrs_hand;Tyr's Hand;Tyr's Hand;Tyr's Hand;;Tyr's Hand;;;;;;;;;x
c_ironsheer;Ironsheer;Ironsheer;Ironsheer;;Ironsheer;;;;;;;;;x
c_stratheaune;Stratheaune;Stratheaune;Stratheaune;;Stratheaune;;;;;;;;;x
c_lights_hope;Light's Hope;Light's Hope;Light's Hope;;Light's Hope;;;;;;;;;x
c_harewood;Harewood;Harewood;Harewood;;Harewood;;;;;;;;;x
c_redburg;Redburg;Redburg;Redburg;;Redburg;;;;;;;;;x
c_browdale;Browdale;Browdale;Browdale;;Browdale;;;;;;;;;x
c_highreach;Highreach;Highreach;Highreach;;Highreach;;;;;;;;;x
c_calvor;Calvor;Calvor;Calvor;;Calvor;;;;;;;;;x
c_havenshire;Havenshire;Havenshire;Havenshire;;Havenshire;;;;;;;;;x
c_lightsbeacon;Lightsbeacon;Lightsbeacon;Lightsbeacon;;Lightsbeacon;;;;;;;;;x
c_lights_point;Light's Point;Light's Point;Light's Point;;Light's Point;;;;;;;;;x
c_stoneshroud;Stoneshroud;Stoneshroud;Stoneshroud;;Stoneshroud;;;;;;;;;x
c_tyrs_bay;Tyr's Bay;Tyr's Bay;Tyr's Bay;;Tyr's Bay;;;;;;;;;x
c_tyrs_clasp;Tyr's Clasp;Tyr's Clasp;Tyr's Clasp;;Tyr's Clasp;;;;;;;;;x
c_kings_harbor;King's Harbor;King's Harbor;King's Harbor;;King's Harbor;;;;;;;;;x
c_stronghold_isle;Stronghold Isle;Stronghold Isle;Stronghold Isle;;Stronghold Isle;;;;;;;;;x
c_drollard;Drollard;Drollard;Drollard;;Drollard;;;;;;;;;x
c_andorhal;Andorhal;Andorhal;Andorhal;;Andorhal;;;;;;;;;x
c_riverlock;Riverlock;Riverlock;Riverlock;;Riverlock;;;;;;;;;x
c_upper_andor;Upper Andor;Upper Andor;Upper Andor;;Upper Andor;;;;;;;;;x
c_lower_andor;Lower Andor;Lower Andor;Lower Andor;;Lower Andor;;;;;;;;;x
c_andor;Andor;Andor;Andor;;Andor;;;;;;;;;x
c_bainridge;Bainridge;Bainridge;Bainridge;;Bainridge;;;;;;;;;x
c_shadetrack;Shadetrack;Shadetrack;Shadetrack;;Shadetrack;;;;;;;;;x
c_arborknoll;Arborknoll;Arborknoll;Arborknoll;;Arborknoll;;;;;;;;;x
c_bakersville;Bakersville;Bakersville;Bakersville;;Bakersville;;;;;;;;;x
c_northridge;Northridge;Northridge;Northridge;;Northridge;;;;;;;;;x
c_mardenspring;Mardenspring;Mardenspring;Mardenspring;;Mardenspring;;;;;;;;;x
c_timberswell;Timberswell;Timberswell;Timberswell;;Timberswell;;;;;;;;;x
c_dumah_hold;Dumah Hold;Dumah Hold;Dumah Hold;;Dumah Hold;;;;;;;;;x
c_redpine_dell;Redpine Dell;Redpine Dell;Redpine Dell;;Redpine Dell;;;;;;;;;x
c_redham;Redham;Redham;Redham;;Redham;;;;;;;;;x
c_weepinghill;Weepinghill;Weepinghill;Weepinghill;;Weepinghill;;;;;;;;;x
c_writhingtree;Writhingtree;Writhingtree;Writhingtree;;Writhingtree;;;;;;;;;x
c_princehill;Princehill;Princehill;Princehill;;Princehill;;;;;;;;;x
c_gahrron;Gahrron;Gahrron;Gahrron;;Gahrron;;;;;;;;;x
c_thondale;Thondale;Thondale;Thondale;;Thondale;;;;;;;;;x
c_hearthhold;Hearthhold;Hearthhold;Hearthhold;;Hearthhold;;;;;;;;;x
c_strom;Strom;Strom;Strom;;Strom;;;;;;;;;x
c_whitestone;Whitestone;Whitestone;Whitestone;;Whitestone;;;;;;;;;x
c_arathifold;Arathifold;Arathifold;Arathifold;;Arathifold;;;;;;;;;x
c_thordir;Thordir;Thordir;Thordir;;Thordir;;;;;;;;;x
c_tarnishrock;Tarnishrock;Tarnishrock;Tarnishrock;;Tarnishrock;;;;;;;;;x
c_faldir_cove;Faldir Cove;Faldir Cove;Faldir Cove;;Faldir Cove;;;;;;;;;x
c_amaren_rise;Amaren Rise;Amaren Rise;Amaren Rise;;Amaren Rise;;;;;;;;;x
c_endarth_vice;Endarth Vice;Endarth Vice;Endarth Vice;;Endarth Vice;;;;;;;;;x
c_manorsfield;Manorsfield;Manorsfield;Manorsfield;;Manorsfield;;;;;;;;;x
c_hinterroads;Hinterroads;Hinterroads;Hinterroads;;Hinterroads;;;;;;;;;x
c_stocksfield;Stocksfield;Stocksfield;Stocksfield;;Stocksfield;;;;;;;;;x
c_twicepatch;Twicepatch;Twicepatch;Twicepatch;;Twicepatch;;;;;;;;;x
c_thedge;Thedge;Thedge;Thedge;;Thedge;;;;;;;;;x
c_arusthilde;Arusthilde;Arusthilde;Arusthilde;;Arusthilde;;;;;;;;;x
c_tyrenn;Tyrenn;Tyrenn;Tyrenn;;Tyrenn;;;;;;;;;x
c_thandor;Thandor;Thandor;Thandor;;Thandor;;;;;;;;;x
c_fallowhand;Fallowhand;Fallowhand;Fallowhand;;Fallowhand;;;;;;;;;x
c_hence;Hence;Hence;Hence;;Hence;;;;;;;;;x
c_thalstads_hold;Thalstad's Hold;Thalstad's Hold;Thalstad's Hold;;Thalstad's Hold;;;;;;;;;x
c_ridingplains;Ridingplains;Ridingplains;Ridingplains;;Ridingplains;;;;;;;;;x
c_equindare;Equindare;Equindare;Equindare;;Equindare;;;;;;;;;x
c_low_arathor;Low Arathor;Low Arathor;Low Arathor;;Low Arathor;;;;;;;;;x
c_great_arathor;Great Arathor;Great Arathor;Great Arathor;;Great Arathor;;;;;;;;;x
c_thorvan;Thorvan;Thorvan;Thorvan;;Thorvan;;;;;;;;;x
c_pledgestone;Pledgestone;Pledgestone;Pledgestone;;Pledgestone;;;;;;;;;x
c_arathi_basin;Arathi Basin;Arathi Basin;Arathi Basin;;Arathi Basin;;;;;;;;;x
c_esoradin;Esoradin;Esoradin;Esoradin;;Esoradin;;;;;;;;;x
c_ganthor;Ganthor;Ganthor;Ganthor;;Ganthor;;;;;;;;;x
c_westwall;Westwall;Westwall;Westwall;;Westwall;;;;;;;;;x
c_alterac_city;Alterac City;Alterac City;Alterac City;;Alterac City;;;;;;;;;x
c_aesbrahd;Aesbrahd;Aesbrahd;Aesbrahd;;Aesbrahd;;;;;;;;;x
c_vallis;Vallis;Vallis;Vallis;;Vallis;;;;;;;;;x
c_setimbough;Setimbough;Setimbough;Setimbough;;Setimbough;;;;;;;;;x
c_greatfount;Greatfount;Greatfount;Greatfount;;Greatfount;;;;;;;;;x
c_benenbrad;Benenbrad;Benenbrad;Benenbrad;;Benenbrad;;;;;;;;;x
c_strahnbrad;Strahnbrad;Strahnbrad;Strahnbrad;;Strahnbrad;;;;;;;;;x
c_orenhall;Orenhall;Orenhall;Orenhall;;Orenhall;;;;;;;;;x
c_perenholdt;Perenholdt;Perenholdt;Perenholdt;;Perenholdt;;;;;;;;;x
c_verdinn_hills;Verdinn Hills;Verdinn Hills;Verdinn Hills;;Verdinn Hills;;;;;;;;;x
c_jurthir;Jurthir;Jurthir;Jurthir;;Jurthir;;;;;;;;;x
c_chillwind_basin;Chillwind Basin;Chillwind Basin;Chillwind Basin;;Chillwind Basin;;;;;;;;;x
c_chillwind_point;Chillwind Point;Chillwind Point;Chillwind Point;;Chillwind Point;;;;;;;;;x
c_south_chillwind;South Chillwind;South Chillwind;South Chillwind;;South Chillwind;;;;;;;;;x
c_ravenholdt;Ravenholdt;Ravenholdt;Ravenholdt;;Ravenholdt;;;;;;;;;x
c_alterie;Alterie;Alterie;Alterie;;Alterie;;;;;;;;;x
